1503,9,12,22,41,61
1502,16,19,34,37,64
1501,11,14,34,47,51
1500,31,59,62,65,68
1499,15,46,61,63,64
1498,23,40,49,65,69
1497,4,11,40,44,50
1496,6,16,33,40,62
1495,7,14,23,24,60
1494,15,27,43,45,53
1493,8,9,19,31,38
1492,6,18,34,35,36
1491,4,15,35,50,64
1490,7,35,36,43,62
1489,8,31,57,65,67
1488,2,18,19,25,35
1487,8,11,28,33,42
1486,28,48,51,61,69
1485,4,21,43,48,49
1484,8,12,45,46,63
1483,8,16,24,33,54
1482,5,9,25,28,69
1481,33,35,58,61,69
1480,1,28,34,50,58
1479,7,19,21,54,63
1478,13,28,44,52,55
1477,4,35,43,52,62
1476,2,12,37,51,61
1475,5,25,42,44,65
1474,3,16,32,52,62
1473,23,29,50,64,67
1472,17,21,23,27,52
1471,4,6,9,23,59
1470,13,25,29,37,53
1469,30,33,40,43,52
1468,31,36,43,48,62
1467,5,17,23,35,45
1466,1,7,44,57,61
1465,1,29,37,56,68
1464,23,27,32,35,59
1463,13,47,52,64,67
1462,12,18,28,48,52
1461,9,29,31,34,43
1460,13,14,37,50,60
1459,7,34,40,42,52
1458,4,10,24,29,53
1457,15,16,41,48,60
1456,5,20,28,39,42
1455,14,15,30,40,59
1454,16,34,40,45,66
1453,10,21,23,35,65
1452,1,2,3,57,59
1451,26,43,51,56,60
1450,1,12,14,18,69
1449,15,44,63,66,69
1448,4,33,45,46,51
1447,7,25,37,39,63
1446,20,24,42,43,49
1445,3,20,30,52,62
1444,16,22,44,45,53
1443,4,29,37,55,67
1442,20,23,48,59,66
1441,4,23,30,46,62
1440,5,17,41,64,69
1439,12,41,44,52,64
1438,7,11,21,53,61
1437,5,20,29,39,53
1436,6,23,35,36,47
1435,6,7,25,46,57
1434,8,11,21,49,59
1433,11,18,23,38,60
1432,12,28,33,36,54
1431,11,13,28,51,58
1430,17,40,47,50,55
1429,2,4,16,23,63
1428,24,28,40,63,65
1427,18,20,50,52,56
1426,2,23,36,44,49
1425,28,48,55,60,62
1424,10,11,34,59,68
1423,7,18,22,50,65
1422,6,21,28,49,60
1421,4,44,47,52,57
1420,3,16,45,54,56
1419,21,32,36,45,49
1418,2,17,18,29,43
1417,23,44,57,60,62
1416,19,27,30,50,62
1415,12,37,47,54,60
1414,23,29,32,49,61
1413,8,12,31,33,38
1412,2,40,47,53,55
1411,8,15,17,53,66
1410,5,6,27,40,49
1409,15,16,32,47,54
1408,14,31,35,64,69
1407,8,41,52,53,58
1406,4,6,16,39,66
1405,3,6,32,37,65
1404,1,20,36,38,43
1403,17,34,46,66,67
1402,26,32,43,54,56
1401,6,12,28,35,66
1400,9,19,33,38,39
1399,6,31,51,54,55
1398,15,26,27,30,35
1397,22,42,44,57,64
1396,1,12,17,21,58
1395,6,15,18,33,49
1394,9,30,33,57,61
1393,12,17,23,52,67
1392,13,44,50,52,54
1391,35,37,40,45,51
1390,1,31,43,55,57
1389,1,23,25,28,61
1388,3,9,26,61,67
1387,4,24,29,39,63
1386,1,6,7,13,40
1385,5,35,45,60,63
1384,12,13,34,44,67
1383,16,30,60,62,64
1382,27,31,41,52,69
1381,21,22,25,32,38
1380,9,20,26,43,58
1379,3,21,24,34,46
1378,11,24,50,56,66
1377,12,17,37,58,62
1376,6,18,33,48,53
1375,10,45,48,58,61
1374,13,22,29,43,58
1373,21,27,32,48,67
1372,8,12,40,45,51
1371,2,15,27,29,39
1370,1,25,57,62,64
1369,7,16,19,45,64
1368,4,30,39,44,60
1367,14,18,33,64,67
1366,5,14,20,41,57
1365,25,32,43,53,66
1364,18,30,31,52,63
1363,2,12,46,52,65
1362,1,2,21,37,43
1361,9,11,30,43,69
1360,3,11,13,24,39
1359,2,26,45,46,52
1358,15,21,25,37,45
1357,17,19,21,37,45
1356,1,11,22,47,68
1355,8,9,11,27,31
1354,29,34,38,48,56
1353,10,12,55,65,67
1352,1,16,21,47,60
1351,14,34,37,55,63
1350,7,10,21,33,59
1349,8,42,46,48,53
1348,4,34,35,38,69
1347,5,33,47,50,64
1346,2,4,23,68,69
1345,5,15,21,24,43
1344,27,31,33,38,67
1343,1,2,15,23,28
1342,12,31,43,45,46
1341,8,9,23,29,62
1340,9,22,57,67,68
1339,9,24,33,64,69
1338,6,19,35,47,57
1337,29,42,44,51,54
1336,13,33,40,60,61
1335,23,34,37,50,58
1334,11,27,30,33,44
1333,3,31,37,40,64
1332,16,42,59,63,68
1331,31,36,56,58,69
1330,18,25,31,40,57
1329,24,27,32,47,66
1328,9,31,39,40,45
1327,9,55,59,66,69
1326,7,11,12,27,46
1325,20,22,31,33,45
1324,5,32,35,39,49
1323,2,26,33,55,57
1322,5,9,32,39,55
1321,26,51,54,61,69
1320,4,9,36,47,56
1319,5,6,36,53,69
1318,4,5,15,32,62
1317,4,27,44,50,64
1316,30,48,53,58,66
1315,4,36,48,54,56
1314,19,30,31,61,62
1313,3,10,33,58,59
1312,8,38,52,54,64
1311,8,44,45,51,69
1310,19,29,35,36,45
1309,28,38,52,54,68
1308,17,34,56,60,61
1307,9,30,39,49,59
1306,6,33,35,36,64
1305,5,16,18,26,67
1304,1,7,48,64,68
1303,19,36,37,42,59
1302,19,42,45,55,69
1301,5,14,29,38,66
1300,3,6,39,49,67
