1474,24
1473,11
1472,19
1471,25
1470,3
1469,25
1468,25
1467,24
1466,21
1465,13
1464,11
1463,25
1462,5
1461,2
1460,11
1459,15
1458,4
1457,21
1456,13
1455,20
1455,20
1455,20
1455,20
1454,19
1453,24
1452,9
1451,24
1450,2
1449,20
1448,25
1447,1
1446,19
1445,1
1444,19
1443,10
1442,4
1441,2
1440,1
1439,25
1438,2
1437,6
1436,12
1435,12
1434,15
1433,9
1432,5
1431,1
1430,6
1429,13
1428,20
1427,20
1426,25
1425,20
1424,14
1423,15
1422,20
1421,9
1420,12
1419,18
1418,3
1417,9
1416,14
1415,17
1414,8
1413,18
1412,20
1411,14
1410,5
1409,6
1408,23
1407,7
1406,9
1405,4
1404,24
1403,14
1402,24
1401,26
1400,1
1399,12
1398,3
1397,18
1396,1
1395,7
1394,17
1393,1
1392,20
1391,24
1390,22
1389,13
1388,13
1387,25
1386,5
1385,12
1384,8
1383,25
1382,26
1381,16
1380,9
1379,9
1378,16
1377,4
1376,21
1375,2
1374,22
1373,17
1372,15
1371,20
1370,15
1369,25
1368,11
1367,14
1366,6
1365,10
1364,22
1363,3
1362,21
1361,20
1360,22
1359,21
1358,19
1357,14
1356,7
1355,17
1354,16
1353,3
1352,5
1351,20
1350,20
1349,22
1348,19
1347,20
1346,15
1345,17
1344,3
1343,10
1342,22
1341,13
1340,14
1339,9
1338,9
1337,12
1336,20
1335,7
1334,16
1333,17
1332,13
1331,20
1330,4
1329,26
1328,23
1327,21
1326,26
1325,1
1324,21
1323,22
1322,9
1321,25
1320,7
1319,8
1318,21
1317,7
1316,9
1315,2
1314,21
1313,9
1312,15
1311,12
1310,16
1309,8
1308,9
1307,21
1306,24
1305,4
1304,5
1303,19
1302,6
1301,1
1300,21
1299,5
1298,25
1297,4
1296,15
1295,14
1294,23
1293,21
1292,1
1291,25
1290,2
1289,23
1288,10
1287,15
1286,23
1285,9
1284,15
1283,23
1282,23
1281,8
1280,23
1279,3
1278,9
1277,16
1276,5
1275,4
1274,5
1273,16
1272,10
1271,26
1270,12
1269,6
1268,16
1267,3
1266,14
1265,17
1264,21
1263,18
1262,14
1261,8
1260,17
1259,9
1258,19
1257,14
1256,4
1255,21
1254,8
1253,21
1252,10
1251,2
1250,4
1249,15
1248,11
1247,2
1246,13
1245,8
1244,1
1243,7
1242,5
1241,4
1240,6
1239,16
1238,26
1237,25
1236,18
1235,20
1234,1
1233,21
1232,9
1231,3
1230,4
1229,12
1228,9
1227,21
1226,13
1225,20
1224,6
1223,21
1222,7
1221,20
1220,26
1219,6
1218,12
1217,5
1216,2
1215,2
1214,21
1213,11
1212,24
1211,18
1210,14
1209,10
1208,14
1207,19
1206,1
1205,5
1204,22
1203,7
1202,4
1201,21
1200,23
1199,9
1198,5
1197,18
1196,5
1195,25
1194,1
1193,13
1192,19
1191,4
1190,26
1189,5
1188,20
1187,16
1186,13
1185,1
1184,3
1183,26
1182,3
1181,22
1180,23
1179,5
1178,13
1177,2
1176,14
1175,25
1174,7
1173,24
1172,21
1171,18
1170,20
1169,13
1168,18
1167,23
1166,3
1165,8
1164,4
1163,12
1162,19
1161,14
1160,1
1159,26
1158,4
1157,7
1156,4
