1191,24
1190,2
1189,20
1188,25
1187,1
1186,19
1185,1
1184,19
1183,10
1182,4
1181,2
1180,1
1179,25
1178,2
1177,6
1176,12
1175,12
1174,15
1173,9
1172,5
1171,1
1170,6
1169,13
1168,20
1167,20
1166,25
1165,20
1164,14
1163,15
1162,20
1161,9
1160,12
1159,18
1158,3
1157,9
1156,14
1155,17
1154,8
1153,18
1152,20
1151,14
1150,5
1149,6
1148,23
1147,7
1146,9
1145,4
1144,24
1143,14
1142,24
1141,26
1140,1
1139,12
1138,3
1137,18
1136,1
1135,7
1134,17
1133,1
1132,20
1131,24
1130,22
1129,13
1128,13
1127,25
1126,5
1125,12
1124,8
1123,25
1122,26
1121,16
1120,9
1119,9
1118,16
1117,4
1116,21
1115,2
1114,22
1113,17
1112,15
1111,20
1110,15
1109,25
1108,11
1107,14
1106,6
1105,10
1104,22
1103,3
1102,21
1101,20
1100,22
1099,21
1098,19
1097,14
1096,7
1095,17
1094,16
1093,3
1092,5
1091,20
1090,20
1089,22
1088,19
1087,20
1086,15
1085,17
1084,3
1083,10
1082,22
1081,13
1080,14
1079,9
1078,9
1077,12
1076,20
1075,7
1074,16
1073,17
1072,13
1071,20
1070,4
1069,26
1068,23
1067,21
1066,26
1065,1
1064,21
1063,22
1062,9
1061,25
1060,7
1059,8
1058,21
1057,7
1056,9
1055,2
1054,21
1053,9
1052,15
1051,12
1050,16
1049,8
1048,9
1047,21
1046,24
1045,4
1044,5
1043,19
1042,6
1041,1
1040,21
1039,5
1038,25
1037,4
1036,15
1035,14
1034,23
1033,21
1032,1
1031,25
1030,2
1029,23
1028,10
1027,15
1026,23
1025,9
1024,15
1023,23
1022,23
1021,8
1020,23
1019,3
1018,9
1017,16
1016,5
1015,4
1014,5
1013,16
1012,10
1011,26
1010,12
1009,6
1008,16
1007,3
1006,14
1005,17
1004,21
1003,18
1002,14
1001,8
1000,17
999,9
998,19
997,14
996,4
995,21
994,8
993,21
992,10
991,2
990,4
989,15
988,11
987,2
986,13
985,8
984,1
983,7
982,5
981,4
980,6
979,16
978,26
977,25
976,18
975,20
974,1
973,21
972,9
971,3
970,4
969,12
968,9
967,21
966,13
965,20
964,6
963,21
962,7
961,20
960,26
959,6
958,12
957,5
956,2
955,2
954,21
953,11
952,24
951,18
950,14
949,10
948,14
947,19
946,1
945,5
944,22
943,7
942,4
941,21
940,23
939,9
938,5
937,18
936,5
935,25
934,1
933,13
932,19
931,4
930,26
929,5
928,20
927,16
926,13
925,1
924,3
923,26
922,3
921,22
920,23
919,5
918,13
917,2
916,14
915,25
914,7
913,24
912,21
911,18
910,20
909,13
908,18
907,23
906,3
905,8
904,4
903,12
902,19
901,14
900,1
899,26
898,4
897,7
896,4
895,2
894,20
893,18
892,14
891,24
890,4
889,26
888,25
887,23
886,14
885,25
884,11
883,3
882,12
881,6
880,23
879,1
878,8
877,6
876,3
875,25
874,11
873,25
872,18
871,4
870,14
869,18
868,11
867,1
866,17
865,7
864,14
863,19
862,5
861,14
860,11
859,8
858,4
857,24
856,4
855,4
854,16
853,4
852,23
851,26
850,7
849,15
848,23
847,12
846,2
845,11
844,9
843,7
842,10
841,9
840,5
839,15
838,18
837,23
836,22
835,26
834,3
833,23
832,5
831,14
830,14
829,26
828,22
827,11
826,1
825,17
824,8
823,14
822,12
821,12
820,25
819,9
818,19
817,21
816,14
815,7
814,10
813,20
812,3
811,25
810,2
809,10
808,11
807,21
806,6
805,7
804,10
803,20
802,23
801,13
800,23
799,24
798,16
797,18
796,10
795,25
794,15
793,6
792,11
791,5
790,6
789,22
788,26
787,11
786,20
785,14
784,7
783,7
782,1
781,25
780,25
779,4
778,20
777,25
776,9
775,1
774,18
773,14
772,22
771,9
770,7
769,24
768,5
767,2
766,19
765,12
764,3
763,11
762,16
761,12
760,26
759,5
758,12
757,22
756,5
755,21
754,2
753,9
752,24
751,13
750,4
749,26
748,14
747,16
746,4
745,12
744,13
743,25
742,7
741,25
740,5
739,7
738,4
737,16
736,2
735,22
734,15
733,17
732,26
731,11
730,17
729,13
728,9
727,18
726,5
725,10
724,23
723,8
722,1
721,4
720,10
719,8
718,14
717,18
716,26
715,26
714,4
713,18
712,18
711,6
710,18
709,11
708,3
707,6
706,24
705,16
704,6
703,17
702,6
701,8
700,10
699,2
698,13
697,12
696,19
695,19
694,18
693,3
692,11
691,16
690,17
689,7
688,26
687,10
686,24
685,15
684,14
683,11
682,16
681,16
680,17
679,10
678,22
677,13
676,24
675,9
674,13
673,17
672,22
671,7
670,11
669,19
668,2
667,15
666,2
665,1
664,15
663,4
662,10
661,24
660,6
659,2
658,24
657,17
656,10
655,17
654,22
653,19
652,1
651,23
650,9
649,14
648,8
647,9
646,26
645,8
644,19
643,17
642,24
641,20
640,5
639,12
638,3
637,15
636,24
635,5
634,1
633,15
632,1
631,11
630,12
629,19
628,5
627,19
626,11
625,25
624,21
623,21
622,21
621,24
620,1
619,17
618,8
617,26
616,24
615,15
614,4
613,26
612,18
611,16
610,23
609,14
608,4
607,5
606,10
605,11
604,3
603,10
602,3
601,8
600,24
599,14
598,17
597,1
596,20
595,25
594,10
593,9
592,26
591,19
590,20
589,16
588,8
587,4
586,24
585,17
584,8
583,1
582,3
581,21
580,22
579,6
578,25
577,14
576,3
575,16
574,5
573,24
572,6
571,18
570,4
569,19
568,2
567,18
566,18
565,16
564,18
563,21
562,4
561,1
560,20
559,7
558,8
557,5
556,4
555,9
554,14
553,22
552,2
551,14
550,13
549,3
548,5
547,14
546,18
545,6
544,13
543,7
542,20
541,4
540,10
539,4
538,18
537,26
536,11
535,5
534,20
533,13
532,18
531,14
530,24
529,13
528,6
527,26
526,23
525,5
524,18
523,19
522,20
521,18
520,24
519,1
518,14
517,1
516,4
515,21
514,7
513,18
512,10
511,2
510,14
509,23
508,3
507,21
506,24
505,24
504,24
503,26
502,18
501,14
500,9
499,4
498,4
497,5
496,6
495,18
494,8
493,23
492,5
491,10
490,5
489,18
488,18
487,17
486,14
485,21
484,16
483,9
482,11
481,20
480,19
479,20
478,24
477,20
476,18
475,24
474,19
473,2
472,17
471,5
470,4
469,16
468,11
467,16
466,13
465,8
464,8
463,2
462,23
461,14
460,13
459,24
458,11
457,19
456,3
455,25
454,6
453,2
452,13
451,2
450,18
449,8
448,18
447,19
446,3
445,22
444,7
443,26
442,18
441,20
440,14
439,9
438,19
437,10
436,25
435,14
434,18
433,21
432,23
431,12
430,26
429,11
428,25
427,17
426,22
425,21
424,4
423,23
422,12
421,3
420,23
419,2
418,4
417,7
416,4
415,25
414,22
413,15
412,11
411,3
410,6
409,2
408,18
407,14
406,1
405,21
404,20
403,10
402,3
401,3
400,13
399,6
398,6
397,13
396,19
395,10
394,21
393,3
392,1
391,25
390,8
389,24
388,21
387,1
386,14
385,13
384,18
383,8
382,8
381,7
380,2
379,3
378,26
377,4
376,26
375,3
374,2
373,17
372,6
371,4
370,1
369,15
368,10
367,6
366,8
365,18
364,4
363,12
362,5
361,21
360,11
359,14
358,14
357,23
356,21
355,23
354,13
353,2
352,1
