351,26
350,25
349,21
348,13
347,6
346,10
345,24
344,20
343,1
342,24
341,22
340,19
339,12
338,25
337,24
336,26
335,16
334,17
333,26
332,10
331,11
330,26
329,21
328,18
327,18
326,5
325,23
324,24
323,25
322,11
321,20
320,4
319,22
318,23
317,15
316,15
315,7
314,15
313,3
312,22
311,8
310,18
309,11
308,3
307,24
306,21
305,13
304,9
303,12
302,8
301,13
300,16
299,16
298,24
297,17
296,2
295,26
294,13
293,26
292,1
291,12
290,11
289,7
288,22
287,10
286,24
285,15
284,25
283,13
282,9
281,1
280,14
279,14
278,7
277,20
276,21
275,7
274,25
273,19
272,14
271,19
270,17
269,6
268,8
267,12
266,19
265,9
264,15
263,18
262,20
261,24
260,21
259,21
258,24
257,25
256,7
255,9
254,22
253,18
252,5
251,16
250,6
249,8
248,2
247,26
246,20
245,10
244,6
243,22
242,7
241,21
240,3
239,21
238,24
237,4
236,26
235,12
234,24
233,3
232,25
231,20
230,11
229,7
228,6
227,9
226,6
225,16
224,4
223,13
222,26
221,25
220,18
219,22
218,13
217,1
216,10
215,8
214,4
213,8
212,11
211,23
210,7
209,24
208,15
207,22
206,19
205,26
204,24
203,19
202,22
201,17
200,26
199,7
198,15
197,4
196,13
195,4
194,19
193,9
192,11
191,18
190,12
189,12
188,9
187,4
186,17
185,9
184,26
183,21
182,16
181,8
180,10
179,13
178,21
177,24
176,3
175,13
174,25
173,6
172,9
171,15
170,3
169,9
168,19
167,8
166,21
165,9
164,5
163,26
162,6
161,15
160,13
159,24
158,15
157,13
156,1
155,11
154,16
153,9
152,5
151,16
150,11
149,4
148,19
147,17
146,19
145,2
144,20
143,19
142,2
141,5
140,25
139,10
138,17
137,22
136,2
135,12
134,13
133,24
132,10
131,4
130,9
129,4
128,21
127,3
126,10
125,15
124,15
123,20
122,22
121,7
120,16
119,3
118,21
117,7
116,24
115,2
114,8
113,5
112,23
111,24
110,22
109,23
108,20
107,16
106,9
105,15
104,1
103,1
102,22
101,17
100,14
99,14
98,8
97,21
96,25
95,12
94,20
93,16
92,24
91,8
90,6
89,12
88,12
87,2
86,5
85,24
84,11
83,5
82,26
81,10
80,12
79,18
78,4
77,6
76,25
75,17
74,11
73,10
72,7
71,20
70,17
69,12
68,12
67,15
66,26
65,11
64,9
63,23
62,9
61,3
60,14
59,17
58,13
57,8
56,3
55,22
54,9
53,25
52,3
51,19
50,6
49,25
48,3
47,21
46,23
45,3
44,19
43,6
42,18
41,5
40,25
39,25
38,20
37,5
36,8
35,23
34,18
33,21
32,19
31,24
30,6
29,10
28,13
27,17
26,10
25,22
24,20
23,25
22,10
21,6
20,22
19,1
18,13
17,9
16,2
15,21
14,21
13,6
12,5
11,18
10,15
9,17
8,1
7,10
6,2
5,11
4,19
3,1
2,1
1,9
