208.  2, 12, 28, 33, 35
209.  2, 9, 23, 28, 35
210.  2, 7, 28, 35, 39
211.  3, 10, 28, 33, 39
212.  9, 10, 23, 35, 39
213.  3, 7, 14, 28, 33
214.  7, 9, 10, 12, 33
215.  3, 12, 23, 33, 35
216.  3, 7, 9, 23, 28
217.  2, 9, 10, 28, 35
218.  2, 3, 7, 12, 33
219.  9, 12, 28, 33, 39
220.  2, 7, 10, 23, 39
